Date,Open,High,Low,Close,Adj Close,Volume
04/01/2016,120.599998,123.400002,118.480003,121.480003,113.390686,4363525
05/01/2016,120.800003,121.519997,118.68,121.080002,113.017303,3696275
06/01/2016,117.800003,117.800003,111.800003,112.760002,105.251343,5595325
07/01/2016,109.919998,114.440002,108.959999,109.959999,102.637779,4295450
08/01/2016,111.080002,112.239998,108.279999,110.480003,103.123177,3233725
11/01/2016,110.68,111,104.32,106.160004,99.090843,4556825
12/01/2016,108.839996,109.440002,100.839996,104.480003,97.52269,6342475
13/01/2016,106,107.760002,99.400002,100.919998,94.199745,5597625
14/01/2016,101.959999,105.199997,99.400002,104.440002,97.485382,6422900
15/01/2016,99,101.400002,97.440002,100.639999,93.9384,5216550
19/01/2016,101.760002,101.919998,93.639999,95.480003,89.122009,5587725
20/01/2016,92.720001,96.599998,88.239998,95,88.673981,9556300
21/01/2016,94.599998,102.559998,94.360001,101.68,94.90918,6369850
22/01/2016,106.800003,109.360001,103.760002,105.879997,98.82946,7553425
25/01/2016,102.559998,106.360001,98.160004,98.199997,91.660889,4957550
26/01/2016,100.440002,104.559998,98.360001,104.559998,97.597359,4307550
27/01/2016,103.68,108.919998,102.720001,105.040001,98.045403,7190300
28/01/2016,111.559998,112.199997,106.360001,108.839996,101.592377,8708000
29/01/2016,109.839996,114.120003,109.160004,113.959999,106.371422,6631575
01/02/2016,111.160004,111.400002,107.839996,110.080002,102.749786,5091175
02/02/2016,106.239998,107.519997,104.199997,105.440002,98.41877,5297125
03/02/2016,107.800003,110.32,101.879997,110.080002,102.749786,6818750
04/02/2016,110.879997,113.919998,108.480003,109.360001,102.077751,7282525
05/02/2016,107.959999,108.160004,104.32,105.120003,98.120094,4543850
08/02/2016,103,103.120003,99.160004,102.400002,95.5812,5070525
09/02/2016,99.639999,101.519997,95.839996,98.400002,91.847565,5064500
10/02/2016,97.599998,101.519997,95.879997,97.599998,91.100845,3856175
11/02/2016,95.599998,96.720001,92.040001,95.599998,89.234032,7168975
12/02/2016,98.120003,99.639999,94.720001,98.040001,91.511543,5602750
16/02/2016,100.639999,100.639999,95,96.760002,90.31675,3807050
17/02/2016,97.879997,101.919998,96.480003,101.32,94.57312,7314725
18/02/2016,102.400002,102.639999,96.400002,97.160004,90.690132,7064575
19/02/2016,94.400002,95.480003,92.800003,95.400002,89.04734,7209075
22/02/2016,98.160004,100.68,97.68,100,93.341034,4958325
